HV1,IC1,IC5,CARDPROM,NUMPRM12,NGIFTALL,TIMELAG,year,GENDER,HOMEOWNR,DOMAIN_letters,RFA_frequency,RFA_monetary,AVGGIFT
1090,567,27700,23,11,11,10.0,56.0,F,H,S,1,G,19.54545455
225,182,10905,20,12,18,3.0,64.0,F,H,S,1,E,7.277777778
665,243,8659,10,13,4,5.0,15.0,F,H,C,3,E,6.25
595,325,14162,19,14,11,17.0,56.0,M,U,T,3,E,6.454545455
394,216,8718,6,12,1,8.117885715,37.5707995,F,U,R,1,F,23.0
835,259,13573,17,13,5,10.0,60.0,F,U,C,1,G,11.4
256,82,2515,5,11,1,8.117885715,37.5707995,M,other,C,1,F,15.0
838,416,18981,29,13,12,19.0,53.0,F,H,S,2,F,10.0
492,358,11672,15,9,3,7.0,49.0,F,H,S,1,F,18.33333333
355,218,8454,30,11,14,3.0,32.0,M,U,R,2,F,8.428571429
1474,420,12864,11,11,3,10.0,37.5707995,F,other,S,1,F,9.0
1982,508,19120,30,12,16,5.0,48.0,M,H,S,2,F,12.0
1060,247,12713,7,11,1,8.117885715,48.0,F,H,U,1,G,25.0
1011,314,11373,15,12,6,3.0,37.5707995,F,U,C,3,E,8.0
2181,325,13451,21,14,4,10.0,37.5707995,F,U,C,1,G,30.0
4433,711,30060,15,13,3,4.0,57.0,F,H,S,1,G,13.66666667
691,323,20264,17,9,3,29.0,50.0,M,U,U,1,F,15.33333333
950,217,11928,15,12,4,19.0,41.0,M,U,C,2,F,12.25
1682,694,29409,4,8,1,8.117885715,44.0,F,H,C,1,F,20.0
844,258,10863,11,12,3,6.0,26.0,F,H,R,2,F,18.33333333
308,214,9904,15,11,4,19.0,26.0,M,U,R,2,F,10.0
830,403,15134,30,14,11,5.0,36.0,F,H,S,2,G,13.72727273
386,266,10348,24,12,19,3.0,40.0,F,H,T,3,D,5.1052631580000005
320,222,9260,24,11,17,2.0,35.0,M,U,C,3,D,4.176470588
657,389,12874,12,10,3,13.0,56.0,F,H,T,1,F,13.66666667
956,205,13234,25,13,17,7.0,37.5707995,F,other,T,1,E,4.7647058819999994
513,215,12155,10,9,2,8.0,38.0,F,other,T,1,F,15.0
1357,530,21080,27,13,12,15.0,14.0,F,H,T,2,E,6.25
2232,541,17266,28,13,19,2.0,25.0,F,U,S,1,E,9.210526316000001
1204,502,19390,11,12,3,9.0,43.0,other,other,S,2,G,13.33333333
393,228,8678,27,13,20,1.0,31.0,F,U,R,3,D,5.5
1384,439,17861,6,11,2,6.0,37.5707995,F,other,S,2,F,10.0
3725,581,47142,26,13,8,7.0,23.0,F,other,U,1,G,22.5
1008,438,15430,20,37,11,6.0,46.0,F,other,R,2,F,9.363636364
258,124,12498,15,13,6,6.0,28.0,M,H,S,3,F,18.33333333
368,172,5428,21,11,16,2.0,30.0,M,H,R,2,E,5.3125
1021,654,23161,11,9,2,15.0,37.5707995,F,other,C,1,F,10.0
627,607,17330,14,12,4,15.0,42.0,F,U,U,2,F,10.5
838,463,16431,13,13,5,2.0,37.5707995,F,U,T,2,F,14.0
626,272,8627,19,13,9,5.0,47.0,F,H,T,1,F,22.22222222
477,247,10683,14,12,4,5.0,37.5707995,M,H,R,1,F,13.75
1512,476,27117,34,21,30,6.0,37.5707995,F,U,S,1,E,10.93333333
418,224,10896,12,13,3,4.0,37.5707995,F,U,R,1,G,16.66666667
455,163,8372,25,12,11,27.0,11.0,F,H,R,3,E,5.909090909
790,313,13233,28,13,15,28.0,28.0,F,H,S,2,E,5.733333332999999
1004,473,32537,22,12,9,3.0,54.0,F,U,S,1,F,20.22222222
951,254,12949,11,13,9,2.0,37.5707995,F,U,C,4,D,4.444444444
382,143,7452,11,14,6,1.0,37.5707995,F,other,R,4,G,20.0
4380,480,23721,5,10,1,8.117885715,66.0,F,U,U,1,F,15.0
265,242,12406,19,10,16,1.0,30.0,F,H,S,3,D,6.9375
3373,687,20549,5,10,1,8.117885715,44.0,F,H,S,1,F,15.0
988,418,23674,22,25,17,1.0,37.5707995,M,other,S,3,E,7.4117647060000005
540,254,11927,29,12,14,13.0,37.5707995,other,other,R,1,E,7.928571429
530,336,13618,27,18,22,6.0,15.0,F,other,T,2,E,9.772727273
857,402,17873,29,11,16,13.0,18.0,M,other,C,1,G,22.53125
744,277,21943,15,27,6,3.0,46.0,M,H,S,2,F,16.66666667
860,294,15425,27,11,14,9.0,20.0,M,H,C,1,E,8.071428571
1017,304,12504,22,13,6,15.0,56.0,F,H,T,1,F,9.666666667000001
503,310,14331,21,12,12,7.0,52.0,F,H,U,4,D,5.166666667
1785,346,23593,19,12,9,12.0,59.0,M,H,S,3,E,8.444444444
835,471,15086,15,15,8,6.0,37.5707995,other,other,U,4,E,7.18625
720,236,18394,30,13,11,12.0,27.0,F,H,C,1,F,10.54545455
330,146,5320,9,10,2,11.0,50.0,F,H,R,1,F,10.0
968,403,16445,6,10,1,8.117885715,37.5707995,M,other,T,1,F,20.0
648,357,13181,30,12,13,4.0,41.0,F,H,T,2,F,8.923076923
360,189,8692,20,14,8,6.0,58.0,M,U,R,1,F,10.875
1548,500,19029,32,41,16,15.0,26.0,M,H,C,1,G,249.0625
933,438,14655,18,11,4,28.0,35.0,M,H,T,1,G,26.75
3294,453,21945,25,13,15,8.0,29.0,M,H,C,2,F,18.66666667
273,195,8863,12,13,2,9.0,24.0,F,H,C,1,G,27.5
593,310,10150,20,13,5,9.0,38.0,M,H,S,1,G,17.6
1127,494,18570,23,13,5,15.0,31.0,F,H,S,1,G,15.2
537,222,11850,30,13,23,3.0,24.0,F,H,U,4,D,5.347826087
876,467,15516,24,12,11,16.0,68.0,F,U,U,2,E,9.909090909
868,314,12595,17,24,11,3.0,24.0,M,H,S,2,F,18.18181818
882,305,10072,22,31,20,3.0,47.0,F,other,S,1,E,8.55
866,463,15563,10,11,3,3.0,12.0,M,H,T,3,E,8.666666667000001
2894,582,17648,19,11,10,3.0,50.0,M,H,U,1,F,10.6
2262,507,15421,5,10,1,8.117885715,62.0,M,H,S,1,F,15.0
464,232,10451,34,14,23,10.0,37.5707995,F,H,C,1,E,9.173913043999999
479,320,11428,14,12,6,1.0,37.5707995,F,H,C,3,F,9.666666667000001
2939,697,22389,7,6,2,25.0,37.5707995,M,other,S,1,F,13.0
821,256,12757,25,14,11,6.0,43.0,M,U,S,1,G,18.0
640,303,17300,34,22,13,5.0,58.0,M,H,U,1,F,12.84615385
2158,411,33235,20,13,5,10.0,26.0,F,H,C,1,G,17.0
386,191,7259,27,11,14,8.0,56.0,F,U,R,1,E,9.142857142999999
5205,422,25504,5,10,1,8.117885715,37.0,F,H,U,1,F,15.0
368,222,9985,24,12,17,4.0,32.0,F,H,C,3,E,4.294117647
630,198,12677,36,20,27,3.0,27.0,F,H,R,1,E,6.481481481
530,186,9380,14,10,7,3.0,23.0,M,H,C,2,F,7.714285714
805,429,13568,17,13,7,5.0,56.0,F,other,S,2,G,20.57142857
557,239,10347,28,12,14,5.0,36.0,M,other,C,1,E,9.714285713999999
505,324,12130,28,12,16,3.0,37.5707995,M,U,R,3,D,4.625
898,490,16016,8,13,3,5.0,12.0,M,H,S,3,F,9.0
503,148,4626,5,10,1,8.117885715,78.0,M,H,U,1,F,15.0
1749,299,11787,5,8,1,8.117885715,32.0,M,H,U,1,F,15.0
1439,664,32430,20,11,6,7.0,64.0,M,H,T,1,G,22.0
2879,370,21896,5,8,1,8.117885715,47.0,F,H,S,1,F,15.0
524,221,12091,10,12,2,7.0,28.0,F,H,R,1,G,25.0
2732,726,31529,19,9,5,12.0,40.0,M,H,S,1,F,8.4
283,215,13259,5,11,1,8.117885715,37.5707995,F,other,R,1,G,50.0
2613,355,18850,12,12,3,7.0,37.5707995,F,other,U,2,F,20.0
1083,408,18222,11,6,6,9.0,37.5707995,F,other,T,1,F,10.0
1125,144,12265,17,12,6,14.0,48.0,F,U,U,3,E,7.5
900,246,15877,14,12,4,5.0,37.5707995,F,other,S,1,F,13.25
576,284,10860,20,13,9,13.0,38.0,F,H,R,1,F,8.666666667000001
900,387,17267,5,10,1,8.117885715,40.0,M,H,S,1,F,15.0
1391,665,22033,24,15,13,14.0,13.0,M,H,T,4,E,9.230769231
293,218,10140,18,14,7,10.0,50.0,F,H,R,1,F,7.428571429
425,204,10356,31,13,15,21.0,37.5707995,F,other,C,1,G,14.4
2506,627,38289,10,9,2,8.0,37.0,M,H,S,1,F,15.0
1441,445,13239,29,12,18,8.0,44.0,F,H,S,1,F,5.0
801,349,15610,33,15,26,1.0,37.5707995,F,H,S,4,E,5.296153846
796,309,15949,25,12,7,3.0,14.0,F,H,S,1,G,13.57142857
489,294,12350,18,13,5,10.0,32.0,F,U,R,2,G,17.0
926,299,23131,5,10,1,8.117885715,37.5707995,other,other,S,1,F,20.0
800,464,18387,9,14,4,6.0,37.5707995,F,H,T,3,F,8.75
682,334,11709,35,30,32,8.0,36.0,F,other,T,1,E,13.75
1788,346,15016,25,13,11,47.0,17.0,M,H,U,2,F,10.09090909
1271,281,16180,24,11,20,4.0,37.5707995,F,other,C,3,D,3.45
550,182,14725,20,13,5,5.0,34.0,M,U,C,2,G,22.0
888,402,15482,9,10,2,10.0,20.0,F,U,U,1,F,12.5
543,250,11295,26,13,22,4.0,37.5707995,F,U,R,4,E,6.318181817999999
1027,509,16414,32,33,28,6.0,37.5707995,M,H,C,2,G,28.14285714
334,263,8945,15,12,8,4.0,69.0,F,other,S,2,E,17.5
5069,960,41328,9,14,3,6.0,58.0,F,H,S,3,F,12.66666667
729,288,15415,32,36,16,8.0,17.0,M,other,C,2,G,22.5625
956,487,18381,25,15,9,21.0,44.0,M,H,C,3,F,11.66666667
500,199,8700,12,12,3,8.0,62.0,F,U,R,2,F,13.66666667
305,173,7213,27,10,15,5.0,70.0,other,other,U,1,E,8.933333333
933,545,20309,19,12,8,2.0,70.0,F,H,S,1,F,15.5
2645,644,20782,25,16,22,4.0,56.0,F,U,S,3,G,30.86363636
687,215,8295,24,13,9,1.0,37.5707995,M,other,C,1,G,22.33333333
912,376,13752,9,10,2,14.0,26.0,F,H,C,1,F,12.5
1425,608,24306,24,19,6,4.0,31.0,M,other,C,1,G,24.16666667
627,192,11075,29,13,18,15.0,33.0,F,H,C,2,E,5.777777778
384,160,8461,14,12,4,8.0,37.5707995,F,U,T,2,F,10.0
675,127,3847,7,13,1,8.117885715,37.5707995,F,other,T,1,F,20.0
1375,311,23557,34,11,33,24.0,37.5707995,F,H,S,4,D,4.212121212
320,187,9845,7,14,3,5.0,50.0,M,H,R,3,E,8.333333332999999
432,229,11357,33,13,28,3.0,37.5707995,M,U,R,2,F,9.035714286000001
976,216,10758,11,12,4,2.0,37.5707995,M,U,T,2,F,17.0
674,304,10301,19,10,5,9.0,23.0,other,H,S,1,F,11.2
1268,292,22586,10,12,2,5.0,66.0,F,H,T,1,G,37.5
1545,640,32178,33,34,60,3.0,14.0,M,H,C,4,E,9.983333333
5849,1122,57251,10,12,3,7.0,37.5707995,F,other,S,1,G,41.66666667
411,168,8078,18,22,5,5.0,37.5707995,M,other,R,1,F,15.0
381,216,11409,22,13,8,11.0,22.0,M,H,R,2,G,18.25
908,228,24934,30,13,23,4.0,37.5707995,F,U,C,2,E,6.739130435
495,235,10766,30,14,15,3.0,37.5707995,F,other,T,1,F,8.2
631,257,9188,31,12,8,20.0,29.0,F,H,C,1,F,16.375
414,193,9446,22,12,14,2.0,59.0,M,H,C,2,E,7.857142857
983,427,14786,16,11,4,7.0,25.0,M,U,T,1,G,38.75
2408,906,42897,6,10,1,8.117885715,37.5707995,M,other,S,1,G,25.0
3222,327,23005,17,14,4,6.0,37.5707995,other,other,U,1,G,14.5
332,196,10677,26,21,11,10.0,47.0,F,U,C,3,E,11.0
2783,456,18856,6,11,1,8.117885715,37.5707995,other,U,C,1,G,25.0
517,293,15176,30,15,12,13.0,37.5707995,F,H,R,1,F,7.833333333
0,0,0,14,12,3,7.0,30.0,M,other,T,1,F,11.66666667
354,185,9778,24,13,20,10.0,37.5707995,M,H,R,3,D,6.05
1538,413,13978,14,12,3,14.0,43.0,M,other,U,1,F,12.33333333
801,342,14087,8,11,2,14.0,37.5707995,F,other,S,1,F,11.5
1125,372,15266,15,10,4,3.0,47.0,F,H,U,1,F,13.0
1493,230,19932,15,9,3,21.0,34.0,F,U,C,1,F,15.66666667
4384,364,21900,5,11,1,8.117885715,37.5707995,M,other,S,1,F,20.0
431,221,10947,32,13,31,15.0,20.0,M,H,R,4,G,12.87096774
1603,359,28491,31,12,32,33.0,37.5707995,F,U,U,4,D,5.96875
841,445,19330,33,11,17,3.0,43.0,F,U,T,1,E,10.52941177
641,378,11450,13,12,3,22.0,32.0,F,other,R,1,F,15.0
3453,1103,48827,26,11,8,10.0,50.0,M,other,S,1,F,7.75
1320,553,19898,11,12,2,7.0,44.0,F,H,T,1,G,37.5
1172,410,20481,32,11,16,16.0,15.0,M,other,S,1,F,10.6875
856,332,17073,24,16,13,2.0,30.0,F,other,C,3,F,9.307692308
1094,470,18956,24,13,16,5.0,47.0,F,H,S,3,F,12.5625
504,146,8219,17,12,9,12.0,34.0,M,H,R,4,E,8.444444444
1275,258,16990,22,14,9,8.0,24.0,F,U,U,3,E,8.777777777999999
926,318,18005,29,13,17,5.0,57.0,M,U,C,2,G,17.52941177
500,197,11443,32,13,18,7.0,37.5707995,F,H,C,1,F,9.503333332999999
977,458,20791,21,13,7,6.0,37.5707995,F,other,S,1,G,33.85714286
2096,420,17213,28,9,11,9.0,37.0,F,H,T,1,E,15.18181818
1651,402,14358,11,13,4,4.0,37.5707995,F,other,S,3,F,13.75
726,315,12080,24,13,9,24.0,29.0,F,H,T,2,E,11.11
784,249,17197,25,13,7,11.0,15.0,F,H,C,1,G,21.42857143
611,265,12313,19,9,12,5.0,60.0,M,H,T,3,F,10.58333333
391,240,10004,22,13,8,7.0,18.0,other,H,S,3,F,15.75
548,197,10044,17,10,5,27.0,37.5707995,F,U,R,1,F,11.6
427,259,15358,29,14,17,8.0,37.5707995,other,other,R,1,E,4.352941177
435,171,7244,16,9,16,2.0,37.5707995,M,H,T,3,E,6.25
1542,601,35876,5,8,1,8.117885715,37.5707995,F,other,S,1,F,15.0
581,285,13097,19,13,5,5.0,35.0,F,H,C,1,G,16.2
513,315,11259,22,14,16,4.0,24.0,M,U,T,3,G,20.1875
966,516,19446,24,15,12,9.0,19.0,F,U,S,1,G,17.5
738,395,12355,31,12,12,5.0,37.5707995,F,H,R,1,F,16.25
995,446,19368,15,13,3,11.0,49.0,M,U,C,1,G,22.0
729,287,13992,8,12,3,1.0,37.5707995,F,U,R,3,E,10.0
788,234,13212,12,9,3,11.0,37.5707995,M,other,R,1,F,10.0
1065,319,16783,26,12,12,5.0,14.0,F,H,T,2,E,7.666666667
865,228,9874,14,11,3,3.0,37.5707995,F,other,U,1,F,20.0
653,270,13110,10,13,6,1.0,37.5707995,F,other,T,4,E,7.0
662,278,8897,20,8,9,3.0,22.0,M,H,T,1,F,13.88888889
482,199,9721,15,12,3,25.0,23.0,M,H,R,1,F,14.66666667
412,226,9012,15,14,10,6.0,30.0,F,H,R,4,D,6.9
1380,503,19882,11,12,3,4.0,46.0,M,H,S,2,F,18.66666667
955,408,17560,32,13,19,16.0,37.5707995,F,U,U,2,E,6.368421053
518,216,10184,29,14,20,1.0,15.0,F,H,U,4,E,10.25
2893,474,40409,10,13,5,2.0,60.0,M,U,U,3,E,8.0
1464,488,24123,8,14,2,5.0,30.0,M,H,U,2,F,15.0
640,316,14833,6,10,1,8.117885715,37.5707995,F,U,R,1,F,15.0
736,273,13698,23,15,7,7.0,26.0,F,other,C,1,G,15.85714286
1052,364,20002,24,10,10,3.0,37.5707995,M,other,S,1,F,7.6
705,343,13760,28,13,14,4.0,37.5707995,M,U,R,1,E,9.428571429
638,346,14327,25,10,12,5.0,18.0,M,H,U,2,F,11.58333333
261,183,8923,6,10,1,8.117885715,66.0,F,H,R,1,F,20.0
417,254,10216,28,13,15,5.0,34.0,F,H,R,1,F,8.266666667
698,488,21219,25,14,15,3.0,20.0,M,H,C,3,E,7.266666667000001
729,287,7274,11,13,5,5.0,64.0,M,H,R,4,E,8.0
687,285,13813,11,13,4,4.0,37.5707995,F,other,R,3,E,10.0
966,551,18633,31,9,18,5.0,45.0,F,H,S,1,E,10.88888889
473,239,10414,15,13,5,5.0,28.0,M,H,R,2,G,16.2
613,275,15477,16,20,8,3.0,18.0,M,other,S,4,F,9.5
1974,302,22940,16,11,6,5.0,28.0,F,U,C,1,G,24.16666667
904,221,20916,21,9,15,4.0,37.5707995,F,U,R,3,E,10.53333333
378,258,10321,16,10,10,4.0,54.0,M,H,T,1,E,16.5
462,181,7559,21,15,9,12.0,37.5707995,F,U,R,2,F,10.44444444
932,166,10608,18,10,5,19.0,39.0,F,H,R,1,F,11.8
755,358,20268,15,8,4,9.0,66.0,M,H,T,1,G,17.5
478,249,10444,29,11,18,9.0,18.0,F,H,R,3,D,5.722222222
479,261,8328,14,11,7,4.0,37.5707995,M,U,T,3,E,8.714285713999999
2209,521,22600,22,13,7,2.0,33.0,other,other,U,1,G,18.57142857
666,454,14406,21,14,12,4.0,34.0,M,H,T,3,F,9.75
0,0,0,26,10,21,1.0,23.0,F,H,T,2,F,12.33333333
560,175,7529,36,16,37,2.0,37.5707995,M,H,C,1,E,9.108108108
474,291,11570,31,10,15,11.0,36.0,M,H,R,1,F,11.2
710,327,11723,7,4,5,7.0,37.5707995,M,other,S,2,F,11.2
659,353,13377,33,14,21,10.0,24.0,F,U,R,4,E,6.095238095
911,294,19210,18,13,6,3.0,33.0,M,H,S,2,F,9.666666667000001
596,272,10981,32,18,13,13.0,37.5707995,M,U,R,1,F,13.53846154
781,364,13668,18,12,7,4.0,37.5707995,F,U,T,2,F,9.0
191,166,8515,6,11,1,8.117885715,37.5707995,M,other,R,1,F,20.0
576,210,12643,13,11,3,15.0,18.0,M,U,R,1,F,14.0
1455,268,16351,15,14,5,1.0,24.0,F,H,C,2,G,9.6
703,324,13956,23,10,15,11.0,66.0,F,U,C,2,F,6.6
397,271,11481,12,14,4,18.0,37.5707995,M,other,T,3,F,11.0
560,173,9002,7,11,1,8.117885715,40.0,M,H,T,1,G,25.0
696,387,12961,32,13,14,15.0,59.0,M,H,T,2,F,12.64285714
1199,419,36469,7,11,1,8.117885715,16.0,M,H,S,1,G,25.0
336,175,8550,25,11,16,4.0,37.5707995,other,other,R,1,E,9.375
1040,401,20782,27,14,14,13.0,37.5707995,F,other,S,2,F,12.35714286
638,350,10623,16,12,3,11.0,46.0,M,H,C,1,G,28.33333333
373,366,14862,5,10,1,8.117885715,34.0,M,H,S,1,F,15.0
596,289,11128,21,11,16,1.0,50.0,F,H,T,4,E,4.6875
1269,311,17069,23,13,9,8.0,51.0,M,H,R,3,G,19.11111111
412,227,9916,28,14,17,4.0,49.0,M,U,R,1,E,13.0
1001,404,16276,12,15,9,1.0,66.0,F,U,S,4,F,14.33333333
366,225,10196,26,13,8,16.0,37.5707995,F,other,C,2,F,10.5
750,445,21928,12,13,4,3.0,37.5707995,M,other,C,1,F,7.5
458,172,9982,18,12,9,6.0,20.0,F,H,U,3,E,5.666666667
4081,1140,57417,15,12,3,8.0,33.0,F,other,S,1,G,18.33333333
1867,355,13443,31,17,19,3.0,18.0,M,H,U,4,E,8.736842105
1321,401,9786,8,10,2,13.0,37.5707995,F,H,S,1,F,15.0
2044,649,23910,12,13,7,2.0,37.5707995,M,H,C,4,G,22.14285714
2253,830,43579,6,12,1,8.117885715,69.0,F,H,S,1,G,50.0
515,276,11468,17,12,12,2.0,37.5707995,F,other,T,4,D,7.583333333
616,199,9771,12,7,3,15.0,51.0,F,H,R,1,F,16.66666667
597,198,10082,15,11,4,7.0,20.0,F,U,T,1,F,12.0
354,222,11526,18,12,4,49.0,22.0,M,H,C,1,F,12.25
900,367,13498,9,12,2,4.0,73.0,M,U,U,2,F,15.0
2150,514,17068,10,11,3,5.0,32.0,F,H,T,2,F,13.66666667
435,181,9026,29,12,11,11.0,37.5707995,F,other,R,1,E,8.090909091
445,300,13414,8,12,2,5.0,36.0,M,H,R,2,F,12.5
577,314,16823,30,12,21,10.0,68.0,F,U,R,3,E,4.523809524
1190,251,15532,16,13,12,4.0,37.5707995,M,U,U,4,E,8.916666667000001
699,478,13615,19,10,4,11.0,57.0,M,H,S,1,F,15.5
988,522,19451,9,10,2,18.0,70.0,F,H,C,1,F,15.0
588,186,10850,31,13,23,4.0,15.0,F,H,C,1,G,13.65217391
497,169,10015,10,12,4,5.0,30.0,F,H,C,3,F,10.0
0,0,0,11,14,4,9.0,34.0,F,H,T,3,E,11.5
693,230,10910,22,12,12,16.0,37.5707995,F,U,R,2,E,6.916666667
733,222,9845,15,12,3,15.0,58.0,F,U,U,2,F,18.33333333
412,198,9963,32,14,23,7.0,37.5707995,F,U,R,2,E,4.152173913
504,207,12133,32,13,24,4.0,50.0,other,other,T,3,F,11.75
926,240,15448,22,12,18,5.0,37.5707995,F,U,C,1,E,7.1111111110000005
573,332,12601,10,9,3,11.0,30.0,F,H,C,1,F,11.66666667
1155,328,15451,30,22,50,4.0,10.0,F,H,C,4,D,4.24
373,143,7849,6,12,1,8.117885715,37.5707995,F,U,T,1,F,20.0
350,237,13000,19,13,4,5.0,37.5707995,F,U,R,1,G,23.75
674,392,15273,27,6,19,1.0,18.0,F,H,T,3,D,4.8947368419999995
700,178,20035,27,8,18,6.0,37.5707995,F,other,C,1,F,8.277777777999999
514,306,11036,13,13,3,5.0,69.0,M,H,S,1,G,20.0
875,510,18274,9,13,3,3.0,55.0,F,H,T,3,E,7.666666667
1042,367,13828,11,11,3,2.0,68.0,F,U,U,1,F,11.66666667
1064,394,19272,15,11,4,13.0,56.0,M,H,T,1,F,10.0
946,239,12917,33,14,26,2.0,24.0,M,H,T,1,F,21.61538462
658,334,12873,19,15,8,1.0,16.0,M,other,R,2,F,11.625
1148,441,16354,24,14,15,7.0,37.5707995,F,U,S,3,E,6.733333332999999
995,230,11266,30,13,13,3.0,34.0,F,H,R,1,F,14.38461539
359,168,6676,15,11,6,8.0,37.5707995,F,other,T,4,E,8.333333332999999
2257,580,32244,13,13,5,2.0,37.5707995,M,U,S,3,G,22.0
541,360,15295,14,12,5,13.0,26.0,F,H,T,4,E,9.8
444,229,10240,15,17,7,4.0,64.0,M,H,R,4,G,16.85714286
659,482,17134,15,13,4,3.0,47.0,F,H,S,2,F,14.0
520,197,11107,20,13,6,8.0,16.0,F,H,C,1,F,14.0
949,320,16629,30,11,31,7.0,44.0,M,U,S,3,D,3.903225806
466,211,10094,21,12,14,1.0,37.5707995,F,U,T,1,E,6.071428571
2171,545,22696,22,13,9,3.0,37.5707995,F,U,U,3,F,13.66666667
834,397,21026,13,13,2,22.0,57.0,F,U,T,1,G,37.5
540,185,12824,8,9,2,6.0,37.5707995,other,H,T,1,F,20.0
952,327,10299,19,13,6,9.0,63.0,F,H,T,2,F,18.5
578,317,18591,5,8,1,8.117885715,46.0,M,other,C,1,F,15.0
929,449,16227,10,15,6,5.0,37.5707995,F,other,S,4,F,10.83333333
664,336,13278,15,13,3,9.0,46.0,F,H,R,1,G,20.0
780,344,16013,26,15,9,14.0,46.0,F,other,S,1,F,6.555555556
651,306,11973,8,13,2,3.0,60.0,M,H,T,2,F,12.5
304,219,10019,10,12,3,6.0,50.0,F,H,R,2,F,8.333333332999999
1508,697,29813,11,14,8,1.0,20.0,M,H,C,4,E,6.5
4500,1068,70215,38,24,13,5.0,37.5707995,M,H,S,1,G,32.15384615
492,322,11541,19,11,4,18.0,30.0,F,H,R,2,F,16.5
1690,328,8969,22,13,13,2.0,20.0,M,H,U,3,E,7.153846154
1269,512,20906,18,12,7,26.0,34.0,F,H,U,3,F,10.85714286
0,54,7168,15,12,5,4.0,48.0,M,H,U,1,F,9.8
428,208,10201,16,13,9,10.0,37.5707995,F,U,R,4,E,6.333333333
980,394,19808,15,12,7,3.0,37.5707995,F,other,S,2,F,11.71428571
412,192,19798,21,11,7,10.0,27.0,M,H,T,1,F,11.71428571
1258,358,16358,27,12,18,5.0,19.0,M,H,S,2,E,9.277777777999999
946,230,16955,9,16,4,2.0,26.0,F,H,U,3,F,14.75
585,301,13607,9,12,5,5.0,23.0,F,H,C,4,F,6.4
858,308,19020,8,11,2,13.0,64.0,M,H,T,1,F,10.0
530,287,14850,6,11,1,8.117885715,68.0,M,H,T,1,G,25.0
425,272,11913,32,11,28,2.0,14.0,M,H,R,3,D,4.5
656,320,12886,23,13,14,4.0,31.0,M,U,S,2,F,12.42857143
672,321,14797,19,32,23,2.0,10.0,other,H,R,2,F,11.82608696
932,207,25208,18,13,4,9.0,37.5707995,F,other,U,1,G,30.625
509,272,11809,23,13,13,7.0,24.0,M,U,R,3,E,8.153846154
3740,691,26139,24,11,14,11.0,37.5707995,F,other,U,1,E,17.28571429
591,243,11577,26,11,7,14.0,34.0,F,U,C,1,F,14.28571429
818,405,14310,12,10,4,7.0,37.5707995,F,H,T,1,F,9.5
1985,534,21980,5,10,1,8.117885715,66.0,M,U,S,1,F,15.0
1379,542,34616,25,10,10,20.0,37.5707995,other,H,S,1,G,12.8
909,517,15066,23,20,17,3.0,42.0,M,H,S,1,F,9.0
988,434,19197,19,14,4,13.0,62.0,F,other,S,1,F,17.5
572,304,13828,18,14,8,1.0,37.5707995,M,U,T,3,E,7.875
2656,387,14862,8,14,3,2.0,24.0,F,H,S,3,E,8.333333332999999
1819,151,6118,24,11,8,15.0,37.5707995,F,H,U,1,F,11.25
600,254,10746,22,9,7,5.0,38.0,M,H,C,1,F,7.857142857
475,132,6906,9,26,4,3.0,20.0,M,H,T,1,F,12.5
517,293,12231,26,9,13,4.0,32.0,F,H,R,2,E,10.53846154
1869,452,29990,33,12,17,6.0,31.0,F,H,C,1,F,9.823529412000001
388,217,8775,24,14,9,14.0,21.0,F,other,R,1,E,15.33333333
819,359,16528,11,12,5,2.0,37.5707995,M,U,C,3,E,8.6
881,506,16234,17,18,8,5.0,37.5707995,M,other,S,3,F,11.125
2422,472,18321,9,10,2,5.0,51.0,F,other,U,1,F,15.0
5000,200,23039,17,13,5,2.0,25.0,F,other,U,2,G,64.2
451,324,13149,7,9,3,4.0,32.0,M,H,S,3,F,13.66666667
323,223,9633,31,13,13,3.0,25.0,M,U,R,2,E,7.538461539
595,282,11100,29,12,12,6.0,37.5707995,F,other,R,1,G,17.08333333
1424,561,20180,23,13,6,7.0,41.0,F,other,T,1,G,26.66666667
347,197,8147,12,7,6,5.0,37.5707995,M,H,R,3,E,7.5
766,184,14789,30,14,8,14.0,53.0,F,other,C,1,F,10.25
691,396,13204,5,9,1,8.117885715,28.0,F,H,T,1,F,15.0
2817,767,39319,34,30,13,16.0,11.0,F,U,T,1,F,17.30769231
338,202,10255,15,12,3,14.0,24.0,M,H,R,1,F,13.33333333
488,196,8777,26,10,18,6.0,26.0,F,other,T,1,E,8.222222222000001
1139,621,18856,29,13,10,8.0,55.0,F,H,T,2,F,10.5
916,244,13342,21,13,9,0.0,12.0,F,other,R,1,G,25.44444444
601,312,16883,18,12,5,5.0,39.0,M,H,C,2,F,13.4
634,252,10740,29,14,22,17.0,29.0,M,U,R,1,E,7.863636363999999
891,499,17841,5,4,3,2.0,37.5707995,F,other,C,1,F,14.33333333
1464,486,16546,22,12,13,11.0,37.5707995,F,other,T,3,E,7.692307692000001
1202,661,29729,26,13,16,9.0,28.0,F,H,C,4,E,8.75
620,362,13689,14,14,5,5.0,17.0,M,H,T,3,E,6.8
423,336,14205,14,12,9,5.0,50.0,F,H,T,4,D,3.4444444439999997
362,167,9637,30,13,23,10.0,37.5707995,M,U,C,2,E,7.0
913,217,15460,9,12,3,5.0,37.5707995,F,other,S,2,F,8.666666667000001
